"Code","eco_code","eco_name","Fine_biome","Coarsest","Coarse","Med.coarse","Med.fine","Fine","Color","Notes"
"STF","AA0410","South Island temperate forests","South-temperate forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","South-temperate forest","#8bd3b1","South-temperate rain forest: Nothofagus + Araucaria forests of Chile; Argentina; New Zealand; Tasmania; Eucalyptus-Myrtaceae moist-temperate forests of Australia"
"STF","AA0409","Southeast Australia temperate forests","South-temperate forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","South-temperate forest","#8bd3b1","South-temperate rain forest: Nothofagus + Araucaria forests of Chile; Argentina; New Zealand; Tasmania; Eucalyptus-Myrtaceae moist-temperate forests of Australia"
"STF","NT0403","San F_lix-San Ambrosio Islands temperate forests","South-temperate forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","South-temperate forest","#8bd3b1","South-temperate rain forest: Nothofagus + Araucaria forests of Chile; Argentina; New Zealand; Tasmania; Eucalyptus-Myrtaceae moist-temperate forests of Australia"
"STF","AA0414","Westland temperate forests","South-temperate forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","South-temperate forest","#8bd3b1","South-temperate rain forest: Nothofagus + Araucaria forests of Chile; Argentina; New Zealand; Tasmania; Eucalyptus-Myrtaceae moist-temperate forests of Australia"
"STF","AA0405","North Island temperate forests","South-temperate forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","South-temperate forest","#8bd3b1","South-temperate rain forest: Nothofagus + Araucaria forests of Chile; Argentina; New Zealand; Tasmania; Eucalyptus-Myrtaceae moist-temperate forests of Australia"
"STF","NT0401","Juan Fernöndez Islands temperate forests","South-temperate forest","Forest","Angiosperm forest","Temperate angiosperm forest","Cool-temperate angiosperm forest","South-temperate forest","#8bd3b1","South-temperate rain forest: Nothofagus + Araucaria forests of Chile; Argentina; New Zealand; Tasmania; Eucalyptus-Myrtaceae moist-temperate forests of Australia"
"TDF","IM0206","Khathiar-Gir dry deciduous forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","AA0204","Timor and Wetar deciduous forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","IM0207","Narmada Valley dry deciduous forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0214","Ecuadorian dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0213","Cuban dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","IM0202","Central Indochina dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0308","Sierra Madre de Oaxaca pine-oak forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","AA0201","Lesser Sundas deciduous forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","AA0202","New Caledonia dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0227","Sierra de la Laguna dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","IM0211","Southern Vietnam lowland dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0218","Jamaican dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0212","Chiquitano dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0222","Maracaibo dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","AA0203","Sumba deciduous forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","IM0203","Chhota-Nagpur dry deciduous forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0220","Lesser Antillean dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","OC0201","Fiji tropical dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0307","Sierra de la Laguna pine-oak forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0225","Patêa Valley dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","IM0208","Northern dry deciduous forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0217","Jalisco dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","AT0202","Madagascar dry deciduous forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0232","Tumbes-Piura dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0219","Lara-Falcãn dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0204","Bajêo dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0205","Balsas dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0206","Bolivian montane dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0209","Central American dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0211","Chiapas Depression dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0224","Panamanian dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0226","Puerto Rican dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","OC0202","Hawaii tropical dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0215","Hispaniolan dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0216","Islas Revillagigedo dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","AT0201","Cape Verde Islands dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0229","Sin“ Valley dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0233","Veracruz dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","AT0203","Zambezian Cryptosepalum dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0202","Atlantic dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0221","Magdalena Valley dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0207","Cauca Valley dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0223","Mara_ãn dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","OC0204","Yap tropical dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0230","Southern Pacific dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0228","Sinaloan dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","OC0203","Marianas tropical dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0235","Yucatön dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NT0201","Apure-Villavicencio dry forests","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","AT1312","Madagascar succulent woodlands","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TDF","NA0201","Sonoran-Sinaloan transition subtropical dry forest","Tropical deciduous forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical deciduous forest","#bbeb80","Tropical deciduous forest: closed-canopy forests with high season variation in canopy cover but low fire frequency: tropical dry forest; excluding shrublands and savannas"
"TEF","AA0101","Admiralty Islands lowland rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0102","Banda Sea Islands moist deciduous forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0103","Biak-Numfoor rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0104","Buru rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0105","Central Range montane rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0106","Halmahera rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0107","Huon Peninsula montane rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0108","Yapen rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0109","Lord Howe Island subtropical forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0110","Louisiade Archipelago rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0111","New Britain-New Ireland lowland rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0112","New Britain-New Ireland montane rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0113","New Caledonia rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0114","Norfolk Island subtropical forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0115","Northern New Guinea lowland rain and freshwater swamp forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0116","Northern New Guinea montane rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0117","Queensland tropical rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0118","Seram rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0119","Solomon Islands rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0120","Southeastern Papuan rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0121","Southern New Guinea freshwater swamp forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0122","Southern New Guinea lowland rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0123","Sulawesi lowland rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0124","Sulawesi montane rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0125","Trobriand Islands rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0126","Vanuatu rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0127","Vogelkop montane rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","AA0128","Vogelkop-Aru lowland rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","IM0170","Nansei Islands subtropical evergreen forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","IM0171","South Taiwan monsoon rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","IM0172","Taiwan subtropical evergreen forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0109","Cauca Valley montane forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0110","Cayos Miskitos-San Andr_s and Providencia moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0111","Central American Atlantic moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","IM0204","East Deccan dry-evergreen forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0113","Chiapas montane forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0114","Chimalapas montane forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0115","Chocã-Dari_n moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0116","Cocos Island moist forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","NT0117","Cordillera La Costa montane forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","IM0210","Southeastern Indochina dry evergreen forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
"TEF","IM0102","Borneo lowland rain forests","Tropical evergreen forest","Forest","Angiosperm forest","Tropical forest","Tropical forest","Tropical evergreen forest","#66af66","Tropical evergreen forest; corresponding to high-precip / low annual temp variability: rain forest; lowland flooded forest; montane forest types; tropical coniferous forest"
